TAG_CODESPACE_AND_TAG_ID,TAG_ID,,,,,UTC_RELEASE_DATE_TIME,EST_TAG_LIFE,UTC_EXPIRATION_DATE_TIME,TAG_MODEL,TAG_TYPE,,,,,COMMON_NAME,SCIENTIFIC_NAME,RELEASE_LOCATION,,,,,,TAG_IMPLANT_TYPE,COMMENTS
A69-9001-29164,29164,,,,,8/22/2012,1063,7/21/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29165,29165,,,,,8/10/2012,1063,7/9/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29166,29166,,,,,8/23/2012,1063,7/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29167,29167,,,,,9/6/2012,1063,8/5/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29168,29168,,,,,8/22/2012,1063,7/21/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29169,29169,,,,,8/29/2012,1063,7/28/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29170,29170,,,,,8/23/2012,1063,7/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29171,29171,,,,,9/10/2012,1063,8/9/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29172,29172,,,,,8/3/2012,1063,7/2/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29173,29173,,,,,8/29/2012,1063,7/28/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29174,29174,,,,,8/24/2012,1063,7/23/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29175,29175,,,,,8/27/2012,1063,7/26/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29176,29176,,,,,8/3/2012,1063,7/2/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29177,29177,,,,,8/23/2012,1063,7/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-29178,29178,,,,,7/13/2012,1063,6/11/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31341,31341,,,,,7/10/2012,1063,6/8/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31343,31343,,,,,5/24/2012,1063,4/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31345,31345,,,,,7/10/2012,1063,6/8/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31349,31349,,,,,5/22/2012,1063,4/20/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31352,31352,,,,,5/24/2012,1063,4/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31353,31353,,,,,4/23/2012,1063,3/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31354,31354,,,,,5/23/2012,1063,4/21/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31355,31355,,,,,4/25/2012,1063,3/24/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31356,31356,,,,,5/24/2012,1063,4/22/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31357,31357,,,,,4/20/2012,1063,3/19/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31358,31358,,,,,5/10/2012,1063,4/8/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31359,31359,,,,,7/13/2012,1063,6/11/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-9001-31360,31360,,,,,4/26/2012,1063,3/25/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Shortnose sturgeon,Acipenser brevirostrum,CT,,,,,,Internal,
A69-9001-31361,31361,,,,,7/11/2012,1063,6/9/2015,V16-5x,Standard,,CT DEP,Tom Savoy,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,CT,,,,,,Internal,
A69-1303-47582,47582,,,,,8/7/2010,1633,1/26/2015,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1303-47581,47581,,,,,8/12/2010,1633,1/31/2015,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1303-47583,47583,,,,,9/19/2010,1633,3/10/2015,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1303-47584,47584,,,,,7/23/2011,1633,1/11/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1303-47580,47580,,,,,7/28/2011,1633,1/16/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32310,32310,,,,,7/28/2011,1642,1/25/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32312,32312,,,,,8/2/2011,1642,1/30/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32313,32313,,,,,8/2/2011,1642,1/30/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32314,32314,,,,,8/2/2011,1642,1/30/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32306 ,32306,,,,,8/23/2011,1642,2/20/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32307,32307,,,,,7/9/2012,1642,1/6/2017,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32309,32309,,,,,7/10/2012,1642,1/7/2017,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32311,32311,,,,,7/13/2012,1642,1/10/2017,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32315,32315,,,,,7/13/2012,1642,1/10/2017,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-32308,32308,,,,,7/16/2012,1642,1/13/2017,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28366,28366,,,,,7/27/2012,1365,4/22/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28367,28367,,,,,8/8/2012,1365,5/4/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28365,28365,,,,,8/14/2012,1365,5/10/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28368,28368,,,,,8/14/2012,1365,5/10/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28369,28369,,,,,8/14/2012,1365,5/10/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28370,28370,,,,,8/27/2012,1365,5/23/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28372,28372,,,,,8/27/2012,1365,5/23/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28374,28374,,,,,8/30/2012,1365,5/26/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28371,28371,,,,,9/7/2012,1365,6/3/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28373,28373,,,,,9/13/2012,1365,6/9/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28229,28229,,,,,9/13/2012,1365,6/9/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28233,28233,,,,,9/13/2012,1365,6/9/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-9001-28231,28231,,,,,9/17/2012,1365,6/13/2016,V16-6x,Pressure,,MA Marine Fisheries,Gregory Skomal,John Chisholm,White shark,Carcharodon carcharias,"Chatham, MA",,,,,,External,
A69-1601-29710,29710,,,,,12/19/2012,863,5/1/2015,V16-4H,Standard,,Savannah State University,Chip Cotton,Carla Curran,Atlantic stingray,Dasyatis sabina,Wassaw Sound,,,,,,Internal,
A69-1601-29712,29712,,,,,12/19/2012,863,5/1/2015,V16-4H,Standard,,Savannah State University,Chip Cotton,Carla Curran,Atlantic stingray,Dasyatis sabina,Wassaw Sound,,,,,,Internal,
A69-1601-29713,29713,,,,,12/19/2012,863,5/1/2015,V16-4H,Standard,,Savannah State University,Chip Cotton,Carla Curran,Atlantic stingray,Dasyatis sabina,Wassaw Sound,,,,,,Internal,
A69-1601-29711,29711,,,,,12/19/2012,863,5/1/2015,V16-4H,Standard,,Savannah State University,Chip Cotton,Carla Curran,Dusky smoothhound,Mustelus canis,Wassaw Sound,,,,,,Internal,
A69-1303-10406,10406,,,,,4/4/2012,346,3/16/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10407,10407,,,,,4/4/2012,346,3/16/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10408,10408,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10409,10409,,,,,4/5/2012,346,3/17/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10410,10410,,,,,4/5/2012,346,3/17/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10411,10411,,,,,4/5/2012,346,3/17/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10412,10412,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10413,10413,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10414,10414,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10415,10415,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10416,10416,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10417,10417,,,,,4/12/2012,346,3/24/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10418,10418,,,,,4/12/2012,346,3/24/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10419,10419,,,,,4/12/2012,346,3/24/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10420,10420,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10421,10421,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10422,10422,,,,,4/16/2012,346,3/28/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10423,10423,,,,,4/12/2012,346,3/24/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10424,10424,,,,,4/12/2012,346,3/24/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10425,10425,,,,,4/11/2012,346,3/23/2013,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10426,10426,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10427,10427,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10428,10428,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10429,10429,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10430,10430,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10431,10431,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10432,10432,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10433,10433,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10434,10434,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10435,10435,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10436,10436,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10437,10437,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10438,10438,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10439,10439,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10440,10440,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10441,10441,,,,,4/4/2012,110,7/23/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10442,10442,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10443,10443,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10444,10444,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10445,10445,,,,,4/11/2012,110,7/30/2012,,,,NYSDEC,Amanda Higgs,,American shad,Alosa sapidissima,Hudson River,,,,,,gastric,
A69-1303-10446,10446,,,,,4/3/2012,266,12/25/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10447,10447,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10448,10448,,,,,4/5/2012,266,12/27/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10449,10449,,,,,4/5/2012,266,12/27/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10450,10450,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10451,10451,,,,,4/3/2012,266,12/25/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10452,10452,,,,,4/4/2012,266,12/26/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10453,10453,,,,,4/3/2012,266,12/25/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10454,10454,,,,,4/5/2012,266,12/27/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10455,10455,,,,,4/23/2012,266,1/14/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10456,10456,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10457,10457,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10458,10458,,,,,4/5/2012,266,12/27/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10459,10459,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10460,10460,,,,,4/4/2012,266,12/26/2012,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10461,10461,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10462,10462,,,,,4/5/2012,266,12/27/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10463,10463,,,,,4/2/2012,266,12/24/2012,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10464,10464,,,,,4/4/2012,266,12/26/2012,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10465,10465,,,,,6/4/2012,266,2/25/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10467,10467,,,,,4/12/2012,424,6/10/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10468,10468,,,,,4/3/2012,424,6/1/2013,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10469,10469,,,,,4/10/2012,424,6/8/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10470,10470,,,,,4/5/2012,424,6/3/2013,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10471,10471,,,,,4/4/2012,424,6/2/2013,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10472,10472,,,,,4/4/2012,424,6/2/2013,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-1303-10473,10473,,,,,4/12/2012,424,6/10/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10474,10474,,,,,4/10/2012,424,6/8/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10475,10475,,,,,4/5/2012,424,6/3/2013,,,,NYSDEC,Amanda Higgs,,shortnose sturgeon,Acipenser brevirostrum,Hudson River,,,,,,internal,
A69-1303-10476,10476,,,,,4/3/2012,424,6/1/2013,,,,NYSDEC,Amanda Higgs,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Hudson River,,,,,,internal,
A69-9001-28810,28810,,,,,8/19/2012,1386,6/5/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28811,28811,,,,,8/20/2012,1386,6/6/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28812,28812,,,,,8/20/2012,1386,6/6/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28813,28813,,,,,8/21/2012,1386,6/7/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28814,28814,,,,,8/21/2012,1386,6/7/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28815,28815,,,,,8/21/2012,1386,6/7/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28816,28816,,,,,8/21/2012,1386,6/7/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28817,28817,,,,,8/23/2012,1386,6/9/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28818,28818,,,,,8/23/2012,1386,6/9/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
A69-9001-28819,28819,,,,,8/24/2012,1386,6/10/2016,V16-4H,Standard,,University of Delaware,Danielle Haulsee,"Dewayne Fox, Matt Oliver",Sand tiger shark,Carcharius taurus,Delaware Bay,,,,,,Internal,
